0 0 0
0 0 0
11 3 14
11 3 14
56 24 80
56 24 80
153 81 234
153 81 234
320 192 512
320 192 512
575 375 950
575 375 950
936 648 1584
936 648 1584
1421 1029 2450
1421 1029 2450
2048 1536 3584
2048 1536 3584
2835 2187 5022
2835 2187 5022
3800 3000 6800
3800 3000 6800
4961 3993 8954
4961 3993 8954
6336 5184 11520
6336 5184 11520
7943 6591 14534
7943 6591 14534
9800 8232 18032
9800 8232 18032
11925 10125 22050
11925 10125 22050
14336 12288 26624
14336 12288 26624
17051 14739 31790
17051 14739 31790
20088 17496 37584
20088 17496 37584
23465 20577 44042
23465 20577 44042
27200 24000 51200
27200 24000 51200
31311 27783 59094
31311 27783 59094
35816 31944 67760
35816 31944 67760
40733 36501 77234
40733 36501 77234
46080 41472 87552
46080 41472 87552
51875 46875 98750
51875 46875 98750
58136 52728 110864
58136 52728 110864
64881 59049 123930
64881 59049 123930
72128 65856 137984
72128 65856 137984
79895 73167 153062
79895 73167 153062
88200 81000 169200
88200 81000 169200
97061 89373 186434
97061 89373 186434
106496 98304 204800
106496 98304 204800
116523 107811 224334
116523 107811 224334
127160 117912 245072
127160 117912 245072
138425 128625 267050
138425 128625 267050
150336 139968 290304
150336 139968 290304
162911 151959 314870
162911 151959 314870
176168 164616 340784
176168 164616 340784
190125 177957 368082
190125 177957 368082
204800 192000 396800
204800 192000 396800
220211 206763 426974
220211 206763 426974
236376 222264 458640
236376 222264 458640
253313 238521 491834
253313 238521 491834
271040 255552 526592
271040 255552 526592
289575 273375 562950
289575 273375 562950
308936 292008 600944
308936 292008 600944
329141 311469 640610
329141 311469 640610
350208 331776 681984
350208 331776 681984
372155 352947 725102
372155 352947 725102
395000 375000 770000
395000 375000 770000
418761 397953 816714
418761 397953 816714
443456 421824 865280
443456 421824 865280
469103 446631 915734
469103 446631 915734
495720 472392 968112
495720 472392 968112
523325 499125 1022450
523325 499125 1022450
551936 526848 1078784
551936 526848 1078784
581571 555579 1137150
581571 555579 1137150
612248 585336 1197584
612248 585336 1197584
643985 616137 1260122
643985 616137 1260122
676800 648000 1324800
676800 648000 1324800
710711 680943 1391654
710711 680943 1391654
745736 714984 1460720
745736 714984 1460720
781893 750141 1532034
781893 750141 1532034
819200 786432 1605632
819200 786432 1605632
857675 823875 1681550
857675 823875 1681550
897336 862488 1759824
897336 862488 1759824
938201 902289 1840490
938201 902289 1840490
980288 943296 1923584
980288 943296 1923584
1023615 985527 2009142
1023615 985527 2009142
1068200 1029000 2097200
1068200 1029000 2097200
1114061 1073733 2187794
1114061 1073733 2187794
1161216 1119744 2280960
1161216 1119744 2280960
1209683 1167051 2376734
1209683 1167051 2376734
1259480 1215672 2475152
1259480 1215672 2475152
